"Story ID","Area","Persona","Feature","User Story","Expected Behavior","Code Evidence","Automated Evidence","Coverage","Execution Status","Defect IDs","Observed Errors","Fix Evidence","Retest Status","Last Verified"
"LIVE-001","Live integration","Staff","Selected production identity","As approved staff, I want to sign in through the selected production identity path so access does not depend on a sandbox profile.","Exactly one first-party email/password path validates credentials server-side against scrypt-hashed application storage, maps active provisioned access only, supports single-use invitation and reset links plus safe session/logout, revokes access promptly, and exposes no public signup.","lib/help-review/email-password-auth.ts; lib/help-review/email-sender.ts; lib/help-review/server-auth.ts; app/api/session/route.ts; app/api/auth/set-password/route.ts; app/api/auth/request-reset/route.ts; app/set-password/page.tsx; app/sign-in/page.tsx; app/api/admin/access/route.ts; scripts/bootstrap-admin.ts; infra/gcp/main.tf","lib/help-review/email-password-auth.test.ts; lib/help-review/server-auth.test.ts; lib/help-review/runtime-config.test.ts; tests/e2e/user-story-behaviors.spec.ts - LIVE-001; terraform validate; email-password production build","EXISTING","PASS","INTEGRATION-IDENTITY-001; DEPLOY-IDENTITY-002; UX-006","Earlier managed-provider defects (Terraform quota prerequisites, unstable GCS service-agent planning, read-only provider IAM, loading copy) were fixed during QA2. On July 15 the managed Google Identity Platform path was replaced by the approved first-party email/password implementation and firebase-admin was removed.","The first-party path hashes credentials with scrypt, burns a constant-time verification for unknown accounts, issues single-use hashed invite/reset tokens through the email boundary, auto-invalidates outstanding tokens on password set, keeps sandbox sessions unusable at the email/password issuer boundary, and fails production startup without a real email adapter, sender, and https origin.","PASS","2026-07-15"
"LIVE-002","Live integration","Operator","Roster and context ingestion","As an Operator, I want approved children, age/context, processing permission, and assignments ingested from one controlled source so real pilot participants can be onboarded and reconciled.","A versioned controlled import validates stable child identifiers and approved context, resolves exact already-provisioned Educators, applies idempotent create/update/deactivate behavior, reports missing or duplicate records without echoing values, reconciles explicit assignments and permission changes, records actor/source/time, and preserves assessments plus records omitted from a merge file.","lib/help-review/roster-import.ts; scripts/import-roster.ts; lib/help-review/models.ts; lib/help-review/neon-store.ts; prisma/migrations/20260715170000_roster_import_event; docs/specs/help-review-production-platform/roster-import-contract.md","lib/help-review/roster-import.test.ts; tests/fixtures/synthetic-roster.csv; 2026-07-15 CLI preview; clean-schema five-migration check","EXISTING","PASS","INTEGRATION-ROSTER-001","Initial audit found that only seeded children could be assigned; no controlled production child/roster ingestion or reconciliation command existed.","Added the help-roster-v1 CSV contract, safe parser, dry-run/apply CLI, exact Educator resolution, context-source snapshots, merge reconciliation, child deactivation revocation, checksum replay safety, allowlisted audit event, template, migration, and seven focused tests.","PASS","2026-07-15"
"LIVE-003","Live integration","Content owner","Authoritative HELP content","As a Content owner, I want the platform and scoring boundary to use the authoritative approved HELP catalogue so skill identity, ordering, labels, and final records are consistent.","A versioned import consumes authoritative skill IDs, labels, domains/strands, age ranges, hierarchy/order, credit descriptions, and confirmed scoring rules; assessments snapshot the version and unknown or mismatched skills fail closed.","lib/help-review/help-catalog.ts; lib/help-review/scoring-contract.ts; content/help-catalog.sanitized.json; content/developmental-skills.reference.json; scripts/build-reference-skills-catalog.mjs; docs/model/reference-skills-research.md; prisma/schema.prisma; docs/specs/help-review-production-platform/help-catalog-contract.md","lib/help-review/help-catalog.test.ts; lib/help-review/scoring-contract.test.ts; scripts/validate-help-catalog.ts; 165-test unit suite; production web and processor builds; 20260715-qa1 deployed assessment smoke","PARTIAL","PARTIAL_PASS","INTEGRATION-CONTENT-001","The complete help-catalog-v1 boundary now supports provenance, observable definitions and indicators, non-examples, observation conditions, prohibited inferences, evidence modality, video scoreability, and per-credit criteria. A deterministic, attributed 127-item CDC/ELOF development corpus validates and excludes eight longitudinal-only items from short-video candidate batches. Real-data mode rejects both reference/fixture content; the owner-issued authoritative HELP catalogue itself has not yet been supplied.","Added the immutable JSON loader and validator, documented intake contract, Docker packaging, Terraform path/version inputs, startup validation, deployed snapshot check, plus a research-grounded reference corpus and deterministic generator so model work can proceed without fabricating HELP content.","PENDING_CLOSURE","2026-07-15"
"LIVE-004","Live integration","System","Yi model package contract","As the processing system, I want Yi's versioned model package and data contract integrated behind the scoring gateway so deployed results match the scientist-owned workflow.","The processor sends only the contracted video reference and child context, identifies request/run/schema versions, validates accepted uncertain empty and failure fixtures, maps safe retry/terminal errors, and contract-tests the exact deployed package or service.","lib/help-review/scoring-gateway.ts; lib/help-review/reference-scorer.ts; lib/help-review/scoring-contract.ts; processor/server.ts","lib/help-review/reference-scorer.test.ts; lib/help-review/scoring-contract.test.ts; processor/server.test.ts; lib/help-review/fake-scoring.test.ts; 165-test unit suite; production web and processor builds; QA1 GCS/Eventarc/Vertex failure-boundary smoke","PARTIAL","PARTIAL_PASS","INTEGRATION-MODEL-001","The first-party evidence-first-v1 pipeline now separates Gemini video observation from catalogue adjudication, uses structured outputs and exact event/candidate allowlists, rejects non-target or out-of-duration evidence, gates confidence, and prevents absence-only NOT_OBSERVED credits. Vertex defaults to Flash observation and Pro adjudication. Yi's promised package/data contract and accepted fixtures are still not integrated, and the first-party model has not yet been benchmarked against independently educator-labelled videos.","Retained the safe Vertex/GCS transport and added a contract-compatible two-stage reference scorer, configurable FPS/models/batching/thresholds, richer candidate guidance, prompt-injection boundaries, 9 focused scorer tests, and all-or-nothing output validation.","PENDING_CLOSURE","2026-07-15"
"LIVE-005","Live integration","Operator","Production video lifecycle configuration","As an Operator, I want approved real-video region, retention, deletion, backup, and incident values applied so private replay evidence is governed throughout its lifecycle.","Organization-owned GCS applies the final region and lifecycle values, incomplete uploads and replaced/removed objects are deleted as contracted, authorized range replay remains available for the retention window, backup behavior is explicit, and deletion plus incident paths are exercised.","lib/help-review/gcs-storage.ts; lib/help-review/video-asset-service.ts; infra/gcp/main.tf; docs/specs/help-review-production-platform/operations-runbook.md","lib/help-review/video-storage.test.ts; lib/help-review/upload-grants.test.ts; tests/e2e/workflow-contracts.spec.ts","PARTIAL","PARTIAL_PASS","POLICY-VIDEO-001","Private upload, integrity, replacement/removal, and replay pass with development lifecycle values; final real-video region, retention, backup, deletion, and incident values are not applied and drill-verified.","","PENDING_CLOSURE","2026-07-15"
"SECURITY-001","Security","Signed-in user","Same-origin mutation protection","As a signed-in user, I need cross-site requests prevented from mutating protected records.","Every state-changing browser API validates same-origin intent before parsing or executing the command and returns a safe forbidden response on mismatch.","lib/help-review/server-http.ts; app/api","lib/help-review/server-http.test.ts; tests/e2e/workflow-contracts.spec.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"SECURITY-002","Security","System","Request validation and limits","As the system, I must reject malformed or oversized input before business logic.","Strict JSON content type, bounded body size, schema validation, identifier validation, and upload metadata policy return safe 4xx errors without partial writes.","lib/help-review/server-http.ts; lib/help-review/video-policy.ts; app/api","lib/help-review/server-http.test.ts; lib/help-review/video-policy.test.ts; tests/e2e/workflow-contracts.spec.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"SECURITY-003","Security","System","Abuse rate limiting","As the system, I must limit high-risk or expensive endpoints per authenticated actor.","Sign-in, upload grants, process starts, playback grants, admin mutations, and retries apply bounded server-side rate limits with Retry-After and no sensitive response detail.","lib/help-review/server-http.ts; lib/help-review/shared-rate-limit.ts; app/api; prisma/schema.prisma; prisma/migrations/20260715190000_shared_rate_limit/migration.sql","lib/help-review/server-http.test.ts; lib/help-review/shared-rate-limit.test.ts; tests/e2e/workflow-contracts.spec.ts; scripts/shared-rate-limit-drill.ts","EXISTING","PASS","ARCH-001","The original process-local production budget was replaced. PostgreSQL-backed deployments now atomically share fixed-window actor budgets across instances; local development retains the in-process implementation.","Added a hashed shared RateLimitBucket, atomic INSERT ON CONFLICT increments, stale-bucket cleanup, Retry-After preservation, focused tests, and a 12-concurrent-request isolated PostgreSQL drill with complete cleanup.","PASS","2026-07-15"
"SECURITY-004","Security","Browser user","Security response headers","As a browser user, I need hardened defaults on pages and API responses.","Production responses apply content-type protection, frame denial, referrer policy, permissions policy, CSP, and HSTS where transport is HTTPS without breaking required media playback.","next.config.ts; middleware.ts","tests/e2e/workflow-contracts.spec.ts - security headers and health projection","EXISTING","PASS","","","","PASS","2026-07-15"
"SECURITY-005","Privacy","Educator","Assignment-scoped data","As an Educator, I must only access children and assessments currently assigned to me.","List, detail, upload, processing, review, finalization, final record, and playback APIs reauthorize the current session and assignment on every request; guessed identifiers return no data.","lib/help-review/server-auth.ts; lib/help-review/child-service.ts; lib/help-review/assessment-service.ts; lib/help-review/review-service.ts","tests/e2e/workflow-contracts.spec.ts - educator assignment boundaries are enforced across workflow","EXISTING","PASS","","","","PASS","2026-07-15"
"SECURITY-006","Privacy","API consumer","Redacted public projections","As an API consumer, I should receive only fields required by the current screen.","Public serializers omit emails where unnecessary, storage object names, provider payloads, credentials, raw model responses, internal errors, and unrestricted child attributes.","lib/help-review/public-projections.ts; lib/help-review/presentation.ts","tests/e2e/workflow-contracts.spec.ts - public payloads redact internal and sensitive fields","EXISTING","PASS","","","","PASS","2026-07-15"
"SECURITY-007","Privacy","Educator","Purpose-bound video playback","As an Educator, I want private playback only for the assessment I am currently reviewing.","A short-lived signed grant binds actor, assessment, video version, purpose, and expiry; tampering, expiry, reassignment, or version change invalidates it; byte-range streaming supports seeking.","lib/help-review/playback-grants.ts; lib/help-review/video-asset-service.ts; app/api/assessments/[assessmentId]/video","lib/help-review/playback-grants.test.ts; lib/help-review/video-storage.test.ts; tests/e2e/workflow-contracts.spec.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"SECURITY-008","Privacy","Administrator","No implicit video access","As an Administrator, I should not gain source-video or review-content access merely from my admin role.","Operational admin projections expose playback availability only; playback grants and assessment content still require the explicitly supported educator assignment path.","lib/help-review/admin-jobs-service.ts; lib/help-review/server-auth.ts; app/api/assessments/[assessmentId]/video/grant/route.ts","tests/e2e/workflow-contracts.spec.ts - admin role does not imply assessment or video access","EXISTING","PASS","","","","PASS","2026-07-15"
"SECURITY-009","Privacy","Support operator","Redacted support diagnostics","As a support operator, I want useful correlation details without child data or secrets.","Support records use an allowlisted event type, opaque record identifiers, actor IDs, and timestamps; raw payloads, signed URLs, names, uploaded filenames, provider errors, and arbitrary free text are discarded.","lib/help-review/server-events.ts; lib/help-review/models.ts; prisma/schema.prisma","lib/help-review/server-events.test.ts; prisma/schema.test.ts; tests/e2e/workflow-contracts.spec.ts","EXISTING","PASS","","","Support event persistence now explicitly projects only the approved diagnostic field allowlist.","PASS","2026-07-15"
"SECURITY-010","Security","System","Fail-closed runtime configuration","As the system, I must not silently use sandbox identity, memory storage, fake scoring, or local video in production.","Production startup validates required database, session, identity, GCS, processor, and scoring settings and exits with a targeted error when an insecure adapter is selected or a secret is missing.","lib/help-review/runtime-config.ts; lib/help-review/server-bootstrap.ts; app/runtime-boundary.test.ts","lib/help-review/runtime-config.test.ts; lib/help-review/server-bootstrap.test.ts; app/runtime-boundary.test.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"SECURITY-011","Privacy","Pilot user","Sanitized sandbox boundary","As a pilot user, I want synthetic mode visibly distinguished from any real-data environment.","Sandbox mode shows the persistent sanitized-data banner, uses synthetic fixtures only, and does not imply that real child data is accepted when production adapters are absent.","components/app-header.tsx; lib/help-review/fixtures.ts; lib/help-review/runtime-config.ts","tests/e2e/screen-catalog.spec.ts; app/runtime-boundary.test.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"SECURITY-012","Scope","Pilot stakeholder","Unsupported features remain absent","As a pilot stakeholder, I want the approved product boundary enforced rather than placeholder features that imply unsupported capability.","No parent portal, longitudinal analytics, report export, direct HELP Connect sync, arbitrary catalog editing, or autonomous final scoring is exposed unless an approved contract and implementation exists.","app; components; docs/specs/help-review-production-platform/requirements.md","app/runtime-boundary.test.ts; tests/e2e/screen-catalog.spec.ts; production build route manifest","EXISTING","PASS","","","Expanded the runtime-boundary test to lock parent, analytics, report, catalogue, and HELP Connect sync routes out of the shipped platform.","PASS","2026-07-15"
"RUNTIME-001","Data platform","System","Durable production store","As the system, I need durable relational state for users, assignments, assessments, attempts, decisions, audit events, and final records.","Production uses the Prisma/PostgreSQL adapter, enforces declared constraints and transactions, and never falls back to process memory.","prisma/schema.prisma; prisma/migrations; lib/help-review/neon-store.ts; lib/help-review/server-store.ts","prisma/schema.test.ts; lib/help-review/application-services.test.ts; app/runtime-boundary.test.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"RUNTIME-002","Data platform","Operator","Safe migrations","As an Operator, I want schema changes applied reproducibly before traffic uses them.","Ordered checked-in migrations apply cleanly to an empty database and the configured production database; migration failure prevents release promotion rather than causing runtime drift.","prisma/migrations; prisma.config.ts; scripts/database-recovery-drill.ts; scripts/shared-rate-limit-drill.ts; package.json","prisma/schema.test.ts; 2026-07-15 clean-schema six-migration deploy; pnpm db:migrate; pnpm db:status; pnpm db:recovery-drill; pnpm db:rate-limit-drill","EXISTING","PASS","OPS-001","Initial execution had clean-schema and current-schema evidence but no exercised logical backup and restore.","Added guarded isolated-schema drills; all six migrations and one synthetic marker survived pg_dump/pg_restore, 12 concurrent shared increments serialized, and every temporary artifact was removed.","PASS","2026-07-15"
"RUNTIME-003","Storage","System","Private source-video storage","As the system, I need uploaded videos stored privately with lifecycle controls.","Production uploads go directly to the configured private GCS bucket through a constrained signed grant, record one immutable object version, reject untrusted object references, and never make the object public.","lib/help-review/gcs-storage.ts; lib/help-review/upload-grants.ts; lib/help-review/video-asset-service.ts; infra/gcp/main.tf","lib/help-review/upload-grants.test.ts; lib/help-review/video-storage.test.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"RUNTIME-004","Processing","System","Durable event dispatch","As the system, I need a completed upload to trigger processing without relying on a browser request staying open.","A GCS object-finalized event reaches the private processor through Eventarc; duplicate or delayed events are safe and the assessment records durable dispatch and attempt state.","processor/server.ts; lib/help-review/processing-dispatcher.ts; infra/gcp/main.tf","processor/server.test.ts; lib/help-review/processing-dispatcher.test.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"RUNTIME-005","Processing","System","Canonical Gemini request","As the system, I need the scorer invoked with the approved video and contract version.","The processor resolves the recorded GCS URI, verifies the object generation, sends the versioned structured scoring contract to Vertex AI Gemini, and never treats prose as the canonical result.","processor/server.ts; lib/help-review/scoring-gateway.ts; lib/help-review/scoring-contract.ts","processor/server.test.ts; lib/help-review/scoring-contract.test.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"RUNTIME-006","Processing","System","Validate and normalize model output","As the system, I need untrusted model output validated before it becomes a review draft.","Only known HELP skill IDs, allowed credit values, bounded confidence, valid timestamp ranges, and the expected contract version are accepted; invalid or empty output produces a safe recoverable state rather than fabricated suggestions.","lib/help-review/scoring-contract.ts; lib/help-review/help-catalog.ts; lib/help-review/server-workflow.ts","lib/help-review/scoring-contract.test.ts; lib/help-review/server-workflow.test.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"RUNTIME-007","Processing","System","Lease retry and idempotency","As the system, I need duplicate delivery and transient failure handled without concurrent conflicting runs.","A durable lease admits one active worker, heartbeats or expires safely, bounds attempts and exponential retry, preserves immutable attempt history, and makes terminal completion idempotent.","lib/help-review/processing-coordinator.ts; lib/help-review/server-workflow.ts; processor/server.ts","lib/help-review/processing-coordinator.test.ts; lib/help-review/server-workflow.test.ts; processor/server.test.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"RUNTIME-008","Developer experience","Developer","Local full-stack processing","As a Developer, I want the web application and processor to run locally with synthetic video and scoring.","Documented commands start both processes, use local private storage and deterministic fake scoring, exercise the same contracts and state transitions, and do not require Google Cloud credentials.","package.json; processor/server.ts; lib/help-review/fake-scoring.ts; README.md","lib/help-review/fake-scoring.test.ts; processor/server.test.ts; tests/e2e/workflow-contracts.spec.ts; 2026-07-15 local two-process smoke","EXISTING","PASS","","","Started pnpm dev:stack, verified both health endpoints, uploaded the synthetic fixture, dispatched over HTTP, and observed READY_FOR_REVIEW with eight suggestions.","PASS","2026-07-15"
"RUNTIME-009","Operations","Operator","Health endpoints","As an Operator, I want safe health signals for routing and diagnosis.","Web and processor health checks distinguish process liveness from required dependency readiness, return non-success when a required dependency is unavailable, and expose no secrets or child data.","app/api/health/route.ts; processor/server.ts; infra/gcp/main.tf","processor/server.test.ts; tests/e2e/workflow-contracts.spec.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"RUNTIME-010","Operations","Operator","Structured observability","As an Operator, I want request and processing events correlated without collecting sensitive content.","Logs and support events use correlation, assessment, run, attempt, adapter, latency, and safe error-category fields; they never log video URLs, access tokens, model payloads, notes, names, or uploaded filenames.","lib/help-review/server-events.ts; processor/server.ts; infra/gcp/main.tf; docs/specs/help-review-production-platform/operations-runbook.md; docs/specs/help-review-production-platform/deployment-evidence.md","processor/server.test.ts; lib/help-review/server-events.test.ts; tests/e2e/workflow-contracts.spec.ts; terraform validate; QA1 deployed log inspection and synthetic metric signal; clean final plan","PARTIAL","PARTIAL_PASS","OPS-002; OPS-004","QA1 now has both metrics, policies, an enabled development email channel, dashboard, safe deployed outcome inspection, and a payload-free signal with metric value one. The final organization operations address and notification receipt still require owner acceptance.","Deployed the observability stack; verified the structured Vertex failure contained only allowlisted fields; generated a synthetic metric signal; fixed fresh-project metric propagation with a one-time 90-second guard; suppressed only server-injected dashboard JSON drift; final Terraform refresh is clean.","PENDING_CLOSURE","2026-07-15"
"RUNTIME-011","Deployment","Operator","Reproducible Google Cloud deployment","As an Operator, I want organization-owned infrastructure described as code.","Terraform and Cloud Build define private GCS, Eventarc, Cloud Run web and processor services, service accounts, least-privilege IAM, secrets, database connectivity, health checks, and immutable image deployment.","infra/gcp/main.tf; infra/gcp/cloudbuild.yaml; Dockerfile; Dockerfile.processor; docs/specs/help-review-production-platform/deployment-evidence.md","terraform fmt/validate; Cloud Builds 3e2638c3-4665-4d27-96f4-2d2ba7122cda and 7e8bd1d7-a3e0-40ab-94fc-e91a39e1a442; QA1 provider smoke; QA2 managed identity/rollback/rotation; final no-change plan","PARTIAL","PARTIAL_PASS","DEPLOY-001","The exact sanitized QA2 candidate is applied to the development project with managed identity, immutable digests, Ready services, provider lifecycle, recovery drills, and a clean plan. Organization-owned staging/production and backend handoff remain unrecorded; Neon is in AWS us-east-1 and still needs explicit acceptance or Cloud SQL replacement for an all-GCP boundary.","QA2 fixed quota-project attribution, declared Cloud Resource Manager, stabilized the GCS service-agent IAM address, restored Eventarc publishing, granted the web service account only the provider user-lifecycle role it needs, and ignores only Cloud Run operational revision metadata. Final refresh is clean with IAM and services Ready.","PENDING_CLOSURE","2026-07-15"
"RUNTIME-012","Deployment","Release manager","Release rollback and recovery","As a Release manager, I want releases proven reversible before real-data launch.","The runbook covers migration order, smoke checks, traffic promotion, application rollback, database restore, failed-job recovery, key rotation, and incident escalation with recorded staging evidence.","docs/specs/help-review-production-platform/operations-runbook.md; docs/specs/help-review-production-platform/deployment-evidence.md; scripts/database-recovery-drill.ts; scripts/shared-rate-limit-drill.ts; infra/gcp/main.tf","six-migration isolated logical backup/restore; 12-concurrent-increment PostgreSQL drill; QA2 immutable rollback/roll-forward; session-secret rotation, old-cookie rejection, recovery sign-in; final no-change plan","EXISTING","PASS","OPS-003; DEPLOY-IDENTITY-002","The first recovery pass lacked application rollback and secret rotation, and an out-of-band rotation revision produced harmless operational metadata drift.","QA2 rolled back to QA1 and forward in 44 seconds each with health and managed-session continuity, rotated the session secret in 14 seconds, rejected the old cookie, restored Google sign-in, retained the failed-run/metric and six-migration logical restore evidence, and ended on a zero-change Terraform plan. Final notification receipt remains tracked by RUNTIME-010 rather than release reversibility.","PASS","2026-07-15"
"QUALITY-001","Accessibility","Keyboard user","Keyboard-complete workflows","As a Keyboard user, I want every workflow operable without a pointer.","All interactive controls have visible focus, logical order, native semantics, no keyboard trap outside open dialogs, Escape where appropriate, and focus restoration after dialogs or mobile overlays close.","components; app; docs/quality/accessibility-manual-acceptance-2026-07-15.md","tests/e2e/accessibility.spec.ts; tests/e2e/user-story-behaviors.spec.ts; 2026-07-15 all-workflow manual keyboard execution","EXISTING","PASS","A11Y-002; A11Y-004; A11Y-005","The first automated audit found a mobile review focus defect; the manual full Educator and Admin keyboard pass then found lost focus after cancelling staff provisioning and closing job details.","The mobile editor focus lifecycle, provision-form trigger restoration, and job-detail row restoration are implemented and regression-tested; the complete keyboard path was repeated through sign-in, roster, intake, processing, review, finalization, access, and jobs.","PASS","2026-07-15"
"QUALITY-002","Accessibility","Screen-reader user","Names states and announcements","As a Screen-reader user, I want controls, progress, errors, selections, and status changes conveyed programmatically.","Pages have one useful H1, controls have accessible names, current navigation and selected credit are exposed, tables have headers, and asynchronous errors/progress/success use appropriate live announcements.","components; app; docs/quality/accessibility-manual-acceptance-2026-07-15.md","tests/e2e/accessibility.spec.ts; 2026-07-15 Chromium accessibility-tree inspection","PARTIAL","PARTIAL_PASS","A11Y-003","Automated names, states, headings, live regions, axe checks, and representative Chromium accessibility-tree inspection pass; an actual supported screen-reader session has not been recorded.","","PENDING_CLOSURE","2026-07-15"
"QUALITY-003","Responsive UX","Mobile and desktop user","Responsive reflow","As a user on supported viewports, I want complete workflows without overlap or clipped actions.","At 360, 768, and 1280 CSS pixels and 200 percent zoom, text reflows, controls remain reachable, fixed-format elements remain stable, and no page has unintended horizontal scrolling.","app/globals.css; components; app","tests/e2e/accessibility.spec.ts; tests/e2e/stress-layout.spec.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"QUALITY-004","Visual QA","Product stakeholder","Canonical screen states","As a Product stakeholder, I want every approved screen and failure state rendered consistently with the design system.","All 45 canonical desktop and responsive states render the intended shell, typography, spacing, color, controls, content density, and state-specific actions without unrelated visual language.","tests/e2e/screen-catalog.ts; app/globals.css; components; app","tests/e2e/screen-catalog.spec.ts; tests/e2e/visual-smoke.spec.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"QUALITY-005","Resilience","User","Recoverable network failures","As a user, I want interrupted reads and writes to fail honestly and recover without losing confirmed state.","Loading, offline, timeout, server, conflict, missing-video, and expired-session paths show safe actions; writes remain idempotent; retries never duplicate assessments, attempts, decisions, assignments, or final records.","lib/help-review/client-http.ts; components; app/api; lib/help-review; docs/specs/help-review-production-platform/deployment-evidence.md","tests/e2e/workflow-contracts.spec.ts; tests/e2e/screen-catalog.spec.ts; QA1 GCS/Eventarc/Vertex fail-closed smoke","PARTIAL","PARTIAL_PASS","RESILIENCE-001","Synthetic failures plus live GCS/Eventarc/Vertex fail-closed behavior, managed-identity verification/reset/deactivation/recovery, immutable rollback, and secret-rotation recovery pass. Target-provider database point-in-time recovery, storage outage, and final scoring-contract/network-partition drills are not all recorded.","QA1 preserved one processing attempt with no partial result and redacted diagnostics. QA2 added provider recovery, shared abuse limits, 44-second rollback/forward, 14-second session-secret rotation, old-session rejection, and successful recovery sign-in.","PENDING_CLOSURE","2026-07-15"
"QUALITY-006","Performance","Pilot user","Performance budgets","As a Pilot user, I want core screens and interactions responsive on representative data and media.","Navigation and API latency stay within declared pilot budgets, list/search interactions avoid unnecessary network work, polling pauses in background tabs, video is range-streamed, and large rosters or suggestion sets remain usable.","components; lib/help-review; app/api","tests/e2e/performance-contracts.spec.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"QUALITY-007","Compatibility","Release manager","Automated quality gates","As a Release manager, I want regressions blocked before deployment.","CI installs from the lockfile and requires format or lint, typecheck, unit, build, migration/schema, E2E behavior, accessibility, and selected visual checks with retained failure artifacts.",".github/workflows/quality.yml; package.json; playwright.config.ts; vitest.config.ts","local full quality run; organization CI workflow execution","PARTIAL","PARTIAL_PASS","CI-001","The workflow gates 165 unit/service tests, catalogue validation, six migrations, shared-rate-limit concurrency, managed-identity production build, processor build, 46 behavioral, 6 accessibility, and 52 visual tests with failure artifacts. The complete post-QA2 local run passes; the organization-hosted CI run and artifact-retention observation are not yet recorded.","Added the managed configuration-loading regression, retained selected identity, catalogue, database, browser, accessibility, visual, Terraform, and diagnostics gates, and repeated the full suite after every QA2 identity/infrastructure/UX fix.","PENDING_CLOSURE","2026-07-15"
"QUALITY-008","Acceptance","Pilot stakeholder","Permissioned end-to-end acceptance","As a Pilot stakeholder, I want the exact deployed build proven across educator, administrator, privacy, failure, and recovery journeys before real data is enabled.","A versioned staging release passes every story in this tracker with approved identities and synthetic data, records defects and fixes, reruns the full suite after fixes, and has no open critical, high, logistical, or UX defect.","docs/quality/help-review-feature-status.csv; docs/specs/help-review-production-platform/deployment-evidence.md","canonical tracker; full post-QA2 local regression; digest-pinned QA1 provider smoke; QA2 live managed identity and recovery drills","MISSING","INCOMPLETE","ACCEPT-001","Digest-pinned QA2 is deployed with managed identities and recovery evidence, but it is not yet the versioned permissioned staging release with authoritative content, Yi's accepted contract, approved roster, remaining provider drills, and required user/owner sign-offs.","The candidate has immutable web/processor digests, Ready revisions, 137 passing canonical stories, full local regression, managed provider setup/recovery/deactivation/reactivation, safe GCS/Eventarc/Vertex evidence, observability, rollback, secret rotation, and a clean Terraform plan.","PENDING_CLOSURE","2026-07-15"
